,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtHeight,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SalePrice
310,0.0,7685,IR1,Inside,Gilbert,Norm,2Story,6,5,1993,1994,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,No,ALQ,518,179,697,Gd,697,804,1501,0,0,2,1,3,1,Gd,6,1,TA,Attchd,1993.0,Fin,2,420,TA,Y,190,63,NF,5,2006,165600
311,50.0,8000,Reg,Inside,NAmes,Norm,1Story,6,6,1948,2002,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,680,292,972,Ex,972,0,972,1,0,1,0,2,1,TA,5,1,Gd,Detchd,1948.0,Unf,1,240,TA,Y,0,0,NF,5,2009,132000
312,65.0,7800,Reg,Inside,OldTown,Artery,1.5Fin,5,7,1939,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,Mn,Rec,507,286,793,TA,793,325,1118,1,0,1,0,3,1,TA,5,1,Gd,Detchd,1939.0,Unf,2,410,TA,Y,0,0,MnPrv,5,2006,119900
314,60.0,9600,Reg,Inside,OldTown,Norm,2Story,7,7,1925,1990,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,16,712,728,Ex,832,809,1641,0,1,1,1,3,1,Ex,6,1,Gd,Detchd,1925.0,Unf,2,546,TA,Y,0,0,NF,8,2006,178000
315,71.0,7795,IR1,Inside,Gilbert,Norm,2Story,7,5,2004,2005,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,GLQ,425,291,716,Ex,716,716,1432,1,0,2,1,3,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2,432,TA,Y,100,51,NF,7,2009,188500
316,94.0,13005,IR1,Corner,NWAmes,Norm,2Story,7,7,1980,1980,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,No,GLQ,692,153,845,TA,1153,1200,2353,1,0,2,1,4,1,Ex,10,1,TA,Attchd,1983.0,RFn,2,484,TA,Y,288,195,GdPrv,8,2009,260000
317,75.0,9000,Reg,Inside,Somerst,Norm,2Story,8,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,1088,1088,Ex,1088,871,1959,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,3,1025,TA,Y,208,46,NF,12,2007,270000
318,90.0,9900,Reg,Inside,NoRidge,Norm,2Story,7,5,1993,1993,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,Gd,GLQ,987,360,1347,Ex,1372,1274,2646,1,0,2,1,4,1,Gd,9,1,TA,Attchd,1993.0,RFn,3,656,TA,Y,340,60,NF,4,2009,260000
319,0.0,14115,Reg,Inside,NWAmes,Norm,SLvl,7,5,1980,1980,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,Av,GLQ,1036,336,1372,TA,1472,0,1472,1,0,2,0,3,1,TA,6,2,TA,Attchd,1980.0,Unf,2,588,TA,Y,233,48,NF,6,2009,187500
320,111.0,16259,Reg,Corner,NridgHt,Norm,2Story,9,5,2006,2006,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Av,Unf,0,1249,1249,Ex,1249,1347,2596,0,0,3,1,4,1,Gd,9,0,NF,Attchd,2006.0,RFn,3,840,TA,Y,240,154,NF,9,2006,342643
321,99.0,12099,IR1,Inside,NridgHt,Norm,2Story,8,5,2004,2004,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,Av,GLQ,970,166,1136,Ex,1136,1332,2468,1,0,2,1,4,1,Gd,10,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,Y,184,154,NF,6,2007,354000
322,86.0,10380,IR1,Inside,SawyerW,Norm,2Story,7,5,1986,1987,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,Gd,LwQ,28,0,1502,Ex,1553,1177,2730,1,0,2,1,4,1,Gd,8,1,TA,Attchd,1987.0,Fin,2,576,TA,Y,201,96,MnPrv,8,2007,301000
323,49.0,5820,Reg,Inside,OldTown,Norm,1Story,3,8,1955,2005,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,256,906,1162,Ex,1163,0,1163,1,0,1,0,3,1,TA,6,0,NF,Attchd,1955.0,Unf,1,220,TA,Y,142,98,NF,7,2006,126175
324,96.0,11275,Reg,Corner,NAmes,PosN,SLvl,7,7,1967,2007,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,No,Unf,0,710,710,Ex,1898,1080,2978,0,0,2,1,5,1,Gd,11,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,Y,240,0,NF,6,2010,242000
325,50.0,5000,Reg,Inside,IDOTRR,RRAe,1.5Unf,5,6,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,BLQ,116,604,720,Po,803,0,803,0,0,1,0,2,1,TA,5,0,NF,Detchd,1941.0,Unf,2,360,TA,Y,0,0,NF,12,2007,87000
326,32.0,10846,IR1,CulDSac,Veenker,Norm,1Story,8,5,1993,1993,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,Gd,GLQ,1619,100,1719,Ex,1719,0,1719,2,0,1,1,1,1,Gd,6,2,Gd,Attchd,1993.0,Fin,2,473,TA,Y,122,30,NF,5,2008,324000
327,80.0,11600,Reg,Inside,NAmes,Norm,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,No,Rec,565,818,1383,TA,1383,0,1383,0,0,1,1,3,1,TA,7,0,NF,Attchd,1960.0,RFn,1,292,TA,Y,0,45,NF,4,2006,145250
328,0.0,11888,IR1,Inside,BrkSide,PosN,2.5Unf,6,6,1916,1994,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,844,844,Gd,1445,689,2134,0,0,2,0,5,1,Gd,10,0,NF,Detchd,1930.0,Unf,2,441,TA,Y,0,60,NF,7,2009,214500
329,60.0,6402,Reg,Corner,IDOTRR,Norm,2Story,5,5,1920,1950,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,Mn,Unf,0,596,596,TA,596,596,1192,0,0,1,0,3,1,TA,6,0,NF,Detchd,1920.0,Unf,1,189,Fa,N,0,0,GdWo,7,2009,78000
330,0.0,10624,IR1,Inside,NAmes,Norm,1Story,5,4,1964,1964,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,No,GLQ,40,1424,1728,TA,1728,0,1728,0,1,2,0,6,2,TA,10,0,NF,Detchd,2002.0,Unf,1,352,TA,Y,155,0,NF,11,2007,119000
331,70.0,8176,Reg,Inside,NAmes,Norm,1Story,5,6,1958,1992,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,846,210,1056,Fa,1056,0,1056,1,0,1,0,3,1,TA,6,0,NF,Attchd,1958.0,RFn,1,308,TA,Y,0,0,NF,8,2007,139000
332,85.0,10655,IR1,Inside,NridgHt,Norm,1Story,8,5,2003,2004,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,No,GLQ,1124,1603,3206,Ex,1629,0,1629,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2003.0,RFn,3,880,TA,Y,0,0,NF,10,2009,284000
333,59.0,8198,Reg,FR3,NridgHt,Norm,1Story,7,5,2004,2004,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,Av,GLQ,720,638,1358,Ex,1358,0,1358,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2004.0,RFn,2,484,TA,Y,192,30,NF,7,2008,207000
334,59.0,9042,IR1,Inside,Gilbert,Norm,2Story,6,5,1998,1998,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,GLQ,828,115,943,Gd,943,695,1638,1,0,2,1,3,1,TA,7,2,TA,Attchd,1998.0,Fin,2,472,TA,Y,100,38,NF,7,2008,192000
336,86.0,14157,IR1,Corner,StoneBr,Norm,1Story,9,5,2005,2006,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,Gd,GLQ,1249,673,1922,Ex,1922,0,1922,1,0,2,0,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,676,TA,Y,178,51,NF,7,2007,377426
337,70.0,9135,Reg,Inside,CollgCr,Norm,1Story,7,5,2002,2003,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,Av,GLQ,810,726,1536,Ex,1536,0,1536,1,0,2,0,3,1,Gd,7,0,NF,Attchd,2002.0,RFn,2,532,TA,Y,192,74,NF,12,2008,214000
338,91.0,14145,Reg,Corner,NWAmes,Norm,1Story,7,7,1984,1998,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,Mn,ALQ,213,995,1208,Ex,1621,0,1621,1,0,2,0,3,1,Gd,8,0,NF,Attchd,1984.0,RFn,2,440,TA,Y,108,45,NF,5,2006,202500
339,66.0,12400,IR1,Inside,NAmes,Feedr,1Story,6,7,1958,1998,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,No,Rec,585,630,1215,TA,1215,0,1215,0,0,1,0,3,1,TA,6,0,NF,Attchd,1958.0,Unf,1,297,TA,Y,0,0,NF,6,2009,155000
340,85.0,14191,Reg,Inside,Timber,Norm,2Story,8,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,967,967,Ex,993,915,1908,0,0,2,1,4,1,Gd,9,0,NF,Attchd,2002.0,Fin,2,431,TA,Y,135,0,NF,4,2010,202900
341,60.0,8400,Reg,Inside,SawyerW,Feedr,1Story,4,4,1950,1950,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,No,Unf,0,721,721,Gd,841,0,841,0,0,1,0,2,1,TA,4,0,NF,CarPort,1950.0,Unf,1,294,TA,N,250,0,NF,9,2009,82000
342,0.0,8544,Reg,Inside,NAmes,Norm,1Story,3,4,1949,1950,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,NB,NB,NB,0,0,0,Fa,1040,0,1040,0,0,2,0,2,2,TA,6,0,NF,Detchd,1949.0,Unf,2,400,TA,Y,0,0,NF,5,2006,87500
343,63.0,8849,IR1,Inside,NridgHt,Norm,1Story,9,5,2005,2005,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,No,GLQ,28,1656,1684,Ex,1684,0,1684,0,0,2,0,2,1,Ex,6,1,Ex,Attchd,2005.0,RFn,2,564,TA,Y,495,72,NF,7,2008,266000
344,36.0,2592,Reg,Inside,MeadowV,Norm,2Story,5,3,1976,1976,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,No,Rec,129,175,536,TA,536,576,1112,0,0,1,1,3,1,TA,4,0,NF,Attchd,1976.0,Unf,1,336,TA,Y,182,0,NF,4,2010,85000
345,65.0,6435,Reg,Inside,BrkSide,RRAn,1.5Fin,6,5,1939,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,0,972,972,Gd,972,605,1577,0,0,1,0,3,1,Fa,6,1,Gd,Detchd,1939.0,Unf,1,312,TA,Y,0,0,NF,10,2006,140200
346,0.0,12772,IR1,CulDSac,NAmes,Norm,1Story,6,8,1960,1998,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Mn,BLQ,498,460,958,TA,958,0,958,0,0,1,0,2,1,TA,5,0,NF,Attchd,1960.0,RFn,1,301,TA,Y,0,0,NF,4,2007,151500
347,0.0,17600,IR1,Inside,NAmes,Norm,1Story,6,5,1960,1960,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,No,BLQ,1270,208,1478,Ex,1478,0,1478,1,0,2,0,3,1,TA,6,2,Gd,Attchd,1960.0,Unf,2,498,TA,Y,0,40,NF,12,2009,157500
348,36.0,2448,Reg,Inside,NridgHt,Norm,2Story,7,5,2003,2004,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,No,GLQ,573,191,764,Ex,764,862,1626,1,0,2,1,2,1,Gd,6,0,NF,BuiltIn,2003.0,RFn,2,474,TA,Y,0,27,NF,10,2008,154000
350,68.0,7820,IR1,Inside,NridgHt,Norm,1Story,9,5,2007,2007,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,No,Unf,0,1869,1869,Ex,1869,0,1869,0,0,2,0,2,1,Ex,6,1,Gd,Attchd,2007.0,RFn,2,617,TA,Y,210,54,NF,12,2007,318061
351,0.0,5271,IR1,Inside,ClearCr,Norm,1Story,7,5,1986,1986,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,Gd,GLQ,1082,371,1453,Gd,1453,0,1453,1,0,1,1,2,1,Gd,6,1,TA,Attchd,1986.0,RFn,2,445,TA,Y,0,80,NF,12,2006,190000
352,60.0,9084,Reg,Inside,Edwards,Artery,1.5Fin,5,6,1941,1950,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Mn,LwQ,236,0,616,TA,616,495,1111,0,1,1,0,3,1,TA,5,0,NF,Detchd,1941.0,Unf,1,200,Fa,Y,48,0,NF,3,2008,95000
353,60.0,8520,Reg,Inside,OldTown,Norm,1Story,6,8,1928,2003,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,Unf,0,624,624,Gd,720,0,720,0,0,1,0,2,1,TA,5,0,NF,Detchd,2005.0,Unf,2,484,TA,Y,106,0,NF,5,2010,105900
354,60.0,8400,Reg,Inside,SWISU,Norm,1.5Fin,6,5,1940,2000,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,388,552,940,Ex,1192,403,1595,0,0,1,0,2,1,TA,6,2,Gd,Attchd,1940.0,Unf,1,240,TA,Y,0,0,NF,6,2006,140000
355,105.0,11249,IR2,Inside,CollgCr,Norm,1Story,6,5,1995,1995,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,No,ALQ,334,322,1200,Ex,1200,0,1200,1,0,2,0,3,1,Gd,6,0,NF,Attchd,1995.0,RFn,2,521,TA,Y,0,26,NF,8,2007,177500
356,0.0,9248,IR1,Inside,Gilbert,Norm,1Story,6,6,1992,1992,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,No,GLQ,560,598,1158,Gd,1167,0,1167,1,0,2,0,3,1,Gd,6,0,NF,Attchd,1992.0,RFn,2,400,TA,Y,120,26,NF,7,2009,173000
357,44.0,4224,Reg,Inside,MeadowV,Norm,1Story,5,5,1976,1976,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,No,ALQ,874,268,1142,TA,1142,0,1142,1,0,1,1,3,1,TA,6,1,Po,Attchd,1976.0,Fin,2,528,TA,Y,536,90,MnPrv,8,2007,134000
358,92.0,6930,IR1,Inside,ClearCr,Norm,SLvl,5,4,1958,1958,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,Av,BLQ,300,468,1062,Ex,1352,0,1352,0,1,1,0,3,1,Gd,6,0,NF,BuiltIn,1958.0,Unf,1,288,TA,Y,168,0,NF,7,2006,130000
359,78.0,12011,IR1,CulDSac,NoRidge,Norm,2Story,8,5,1998,1998,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,Av,GLQ,956,130,1086,Ex,1086,838,1924,1,0,2,1,3,1,Gd,7,1,TA,Attchd,1998.0,RFn,2,592,TA,Y,208,75,NF,6,2006,280000
360,0.0,7540,IR1,CulDSac,Mitchel,Norm,SFoyer,6,6,1978,1978,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,Av,GLQ,773,115,888,Ex,912,0,912,1,0,1,0,2,1,TA,5,1,TA,Attchd,1978.0,RFn,2,470,TA,Y,0,0,MnPrv,6,2007,156000
361,0.0,9144,Reg,Inside,BrkSide,Norm,1.5Fin,5,5,1940,1982,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Rec,399,484,883,Gd,988,517,1505,1,0,1,0,3,1,TA,8,0,NF,Detchd,1940.0,Unf,1,240,TA,N,0,0,NF,7,2008,145000
362,64.0,7301,Reg,Corner,Edwards,Norm,SFoyer,7,5,2003,2003,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,NB,NB,NB,0,0,0,Ex,495,1427,1922,0,0,3,0,4,1,Gd,7,1,Ex,BuiltIn,2003.0,RFn,2,672,TA,Y,0,0,NF,7,2009,198500
363,21.0,1680,Reg,Inside,BrDale,Norm,2Story,6,8,1972,2007,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,No,ALQ,162,321,483,Gd,483,504,987,0,0,1,1,2,1,Gd,5,0,NF,Detchd,1972.0,Unf,1,264,TA,Y,250,0,NF,5,2009,118000
364,0.0,18800,IR1,FR2,NWAmes,Norm,2Story,6,5,1976,1976,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,Mn,GLQ,712,84,796,TA,790,784,1574,1,0,2,1,3,1,TA,6,1,TA,Attchd,1976.0,Fin,2,566,TA,Y,306,111,NF,7,2006,190000
365,59.0,10690,Reg,Inside,IDOTRR,Norm,2Story,5,7,1920,1997,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Rec,456,216,672,Gd,672,672,1344,0,0,1,0,3,1,TA,6,0,NF,Detchd,1964.0,Unf,1,468,Fa,Y,0,128,NF,7,2009,147000
366,0.0,9500,IR1,Inside,NAmes,Norm,1Story,6,5,1963,1963,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,No,BLQ,609,785,1394,Gd,1394,0,1394,1,0,1,1,3,1,TA,6,2,Gd,Attchd,1963.0,RFn,2,514,TA,Y,0,76,NF,7,2009,159000
367,101.0,9150,IR1,Corner,NAmes,Norm,SLvl,6,5,1962,1962,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,Gd,GLQ,371,728,1099,Gd,1431,0,1431,0,1,1,0,3,1,TA,6,1,Gd,Basment,1962.0,RFn,1,296,TA,Y,64,110,NF,12,2008,165000
368,78.0,7800,Reg,Inside,NAmes,Norm,1Story,5,6,1954,1954,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,No,LwQ,540,728,1268,Gd,1268,0,1268,0,0,1,0,2,1,TA,7,1,Gd,Attchd,1954.0,Fin,1,244,TA,Y,0,98,NF,3,2010,132000
369,0.0,9830,IR1,Corner,NAmes,Norm,1Story,5,7,1959,2006,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,No,ALQ,72,733,1063,Ex,1287,0,1287,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,1997.0,Fin,2,576,TA,Y,364,17,NF,3,2010,162000
370,0.0,8121,IR1,Inside,Gilbert,Norm,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,No,Unf,0,953,953,Ex,953,711,1664,0,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,RFn,2,460,TA,Y,100,40,NF,1,2006,172400
371,80.0,17120,Reg,Inside,ClearCr,Feedr,1.5Fin,4,4,1959,1959,WdShing,Plywood,None,0.0,TA,TA,CBlock,NB,NB,NB,0,0,0,TA,1120,468,1588,0,0,2,0,4,1,TA,7,1,Gd,Detchd,1991.0,Fin,2,680,TA,N,0,59,NF,7,2008,134432
372,50.0,7175,Reg,Inside,SawyerW,Norm,1Story,6,5,1984,1984,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,No,ALQ,623,0,744,TA,752,0,752,1,0,1,0,2,1,TA,4,0,NF,Attchd,1984.0,Unf,1,264,TA,Y,353,0,MnPrv,2,2010,125000
373,79.0,10634,Reg,Inside,NAmes,Norm,1Story,5,6,1953,1953,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,BLQ,428,0,608,TA,1319,0,1319,1,0,1,0,3,1,TA,5,0,NF,Attchd,1953.0,Unf,1,270,TA,Y,66,0,GdWo,11,2009,123000
374,65.0,8200,Reg,Inside,CollgCr,Norm,2Story,7,5,2003,2004,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,847,847,Ex,847,1081,1928,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2003.0,Fin,2,434,TA,Y,100,48,NF,7,2007,219500
375,0.0,10020,IR1,Inside,Edwards,Norm,1Story,1,1,1922,1950,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Gd,BLQ,350,333,683,Gd,904,0,904,1,0,0,1,1,1,Fa,4,0,NF,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,NF,3,2009,61000
376,57.0,8846,IR1,CulDSac,CollgCr,Norm,SFoyer,5,5,1996,1996,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,GLQ,298,572,870,Ex,914,0,914,0,0,1,0,2,1,TA,5,0,NF,Detchd,1998.0,Unf,2,576,TA,Y,0,0,NF,7,2006,148000
377,102.0,11143,IR1,Corner,Somerst,Norm,2Story,8,5,2004,2005,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1580,1580,Ex,1580,886,2466,0,0,3,0,4,1,Gd,8,1,Gd,Attchd,2004.0,RFn,2,610,TA,Y,159,214,NF,12,2007,340000
378,88.0,11394,Reg,Corner,StoneBr,Norm,1Story,9,2,2010,2010,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,Av,GLQ,1445,411,1856,Ex,1856,0,1856,1,0,1,1,1,1,Ex,8,1,Ex,Attchd,2010.0,Fin,3,834,TA,Y,113,0,NF,6,2010,394432
379,60.0,8123,IR1,Inside,Gilbert,RRAn,2Story,6,5,2000,2000,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,No,Unf,0,982,982,Ex,1007,793,1800,0,0,2,1,3,1,TA,7,1,TA,Attchd,2000.0,Fin,2,463,TA,Y,100,63,NF,6,2009,179000
380,50.0,5000,Reg,Inside,SWISU,Norm,1.5Fin,5,6,1924,1950,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,LwQ,218,808,1026,TA,1026,665,1691,0,0,2,0,3,1,Gd,6,1,Gd,Detchd,1924.0,Unf,1,308,TA,Y,0,0,NF,5,2010,127000
381,60.0,7200,Reg,Inside,Somerst,Norm,1Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,No,Unf,0,1293,1293,Ex,1301,0,1301,1,0,2,0,2,1,Gd,5,1,Gd,Attchd,2006.0,RFn,2,572,TA,Y,216,121,NF,8,2006,187750
382,79.0,9245,IR1,Inside,CollgCr,Norm,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,0,939,939,Ex,939,858,1797,0,0,2,1,3,1,Gd,8,0,NF,Attchd,2006.0,RFn,2,639,TA,Y,144,53,NF,4,2007,213500
383,60.0,9000,Reg,Corner,SawyerW,Norm,1.5Unf,6,3,1928,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,Unf,0,784,784,TA,784,0,784,0,0,1,0,2,1,TA,5,0,NF,Detchd,1950.0,Unf,2,360,Fa,N,0,0,NF,10,2009,76000
385,43.0,3182,Reg,Inside,Blmngtn,Norm,1Story,8,5,2004,2005,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,No,GLQ,24,1232,1256,Ex,1269,0,1269,0,0,2,0,2,1,Gd,6,1,TA,Attchd,2004.0,Fin,2,430,TA,Y,146,20,NF,4,2010,192000
386,58.0,8410,Reg,FR2,Edwards,Feedr,1.5Fin,5,3,1910,1996,Wd Sdng,VinylSd,None,0.0,TA,Fa,PConc,TA,No,Unf,0,658,658,TA,658,526,1184,0,0,1,0,5,1,TA,8,0,NF,NG,1978.3685393258427,NG,0,0,NG,N,0,151,NF,5,2006,81000
387,72.0,7200,Reg,Inside,Edwards,Norm,SLvl,6,6,1976,1976,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,Av,ALQ,631,410,1041,Ex,1125,0,1125,1,0,1,0,3,1,TA,6,1,Fa,Detchd,1977.0,Unf,1,352,TA,Y,296,0,GdWo,10,2009,125000
388,93.0,9382,IR1,CulDSac,CollgCr,Norm,1Story,7,5,1999,2000,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,No,Unf,0,1468,1468,Ex,1479,0,1479,0,0,2,0,3,1,Gd,6,0,NF,Attchd,1999.0,RFn,2,577,TA,Y,120,25,NF,7,2008,191000
389,96.0,12474,Reg,Inside,NridgHt,Norm,2Story,10,5,2007,2008,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,Av,GLQ,1280,402,1682,Ex,1742,590,2332,1,0,2,1,3,1,Ex,9,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,Y,196,134,NF,8,2008,426000
390,50.0,8405,Reg,Inside,Edwards,Norm,1.5Fin,5,8,1900,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Rec,241,229,861,Ex,961,406,1367,1,0,1,0,4,1,TA,7,0,NF,Detchd,1978.0,Unf,1,384,TA,Y,0,130,MnPrv,4,2008,119000
391,71.0,12209,IR1,CulDSac,Mitchel,Norm,2Story,6,5,2001,2002,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,No,ALQ,690,114,804,Ex,804,1157,1961,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2001.0,Fin,2,560,TA,Y,125,192,NF,6,2009,215000
392,0.0,8339,IR1,Inside,NAmes,Norm,1Story,5,7,1959,1959,MetalSd,MetalSd,None,0.0,TA,TA,Slab,NB,NB,NB,0,0,0,TA,882,0,882,0,0,1,0,3,1,TA,5,0,NF,Attchd,1959.0,RFn,1,294,TA,Y,0,0,MnPrv,7,2007,106500
393,0.0,7446,Reg,Corner,BrkSide,Feedr,1Story,4,5,1941,1950,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,Rec,266,522,788,TA,788,0,788,0,0,1,0,2,1,TA,4,2,TA,NG,1978.3685393258427,NG,0,0,NG,Y,0,0,GdWo,4,2006,100000
394,60.0,10134,Reg,Inside,OldTown,Norm,1.5Fin,5,6,1940,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,0,735,735,Gd,735,299,1034,0,0,1,0,2,1,TA,5,0,NF,Detchd,1940.0,Unf,1,240,TA,Y,0,39,NF,7,2007,109000
395,68.0,9571,Reg,Inside,Edwards,Norm,1Story,5,6,1956,1956,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Av,BLQ,739,405,1144,TA,1144,0,1144,1,0,1,0,3,1,TA,6,0,NF,Attchd,1956.0,Unf,1,596,TA,Y,44,0,NF,6,2010,129000
396,60.0,7200,Reg,Inside,CollgCr,Norm,1Story,5,5,1972,1972,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,Rec,777,117,894,TA,894,0,894,0,0,1,0,2,1,TA,6,0,NF,Detchd,1985.0,RFn,2,600,TA,Y,215,0,NF,9,2009,123000
